Track name,Artist name,Album,Playlist name,Type,ISRC
"Pompeii","Bastille","All This Bad Blood","2012-2016 Summer Vibes","Playlist","GBAAA1200795"
"Little Hollywood","Alle Farben","Little Hollywood","2012-2016 Summer Vibes","Playlist","DEE861700489"
"Wake Me Up","Avicii","True","2012-2016 Summer Vibes","Playlist","SEUM71301326"
"I Took A Pill In Ibiza - Seeb Remix","Mike Posner","At Night, Alone.","2012-2016 Summer Vibes","Playlist","USUM71509342"
"Jerk It Out","Caesars","Jerk It Out","2012-2016 Summer Vibes","Playlist","SEVBU0200002"
"Daylight","Matt and Kim","Grand","2012-2016 Summer Vibes","Playlist","US4HB0915501"
"Love Me Again","John Newman","Tribute","2012-2016 Summer Vibes","Playlist","GBUM71301538"
"On Top Of The World","Imagine Dragons","Night Visions","2012-2016 Summer Vibes","Playlist","USUM71201073"
"Hymn for the Weekend - Seeb Remix","Coldplay","A Head Full of Dreams Tour Edition","2012-2016 Summer Vibes","Playlist","GBAYE1600763"
"This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016)","David Guetta","This One's for You (feat. Zara Larsson) [Official Song UEFA EURO 2016]","2012-2016 Summer Vibes","Playlist","GB28K1500141"
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","Rudimental","These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","2012-2016 Summer Vibes","Playlist","GBAHS1701239"
"How Deep Is Your Love","Calvin Harris","How Deep Is Your Love","2012-2016 Summer Vibes","Playlist","GBARL1500704"
"My Way","Calvin Harris","My Way","2012-2016 Summer Vibes","Playlist","GBARL1601358"
"Summer","Calvin Harris","Motion","2012-2016 Summer Vibes","Playlist","GBARL1400296"
"Giant (with Rag'n'Bone Man)","Calvin Harris","Giant (with Rag'n'Bone Man)","2012-2016 Summer Vibes","Playlist","GBARL1801703"
"Let Me Love You","DJ Snake","Encore","2012-2016 Summer Vibes","Playlist","QMZSY1600015"
"Scared to Be Lonely","Martin Garrix","Scared to Be Lonely","2012-2016 Summer Vibes","Playlist","NLM5S1600025"
"Bad Ideas","Alle Farben","Music Is My Best Friend","2012-2016 Summer Vibes","Playlist","DEE861600181"
"Stole the Show","Kygo","Cloud Nine","2012-2016 Summer Vibes","Playlist","SEBGA1500071"
"Don't Wanna Know","Maroon 5","Red Pill Blues (Deluxe)","2012-2016 Summer Vibes","Playlist","USUM71609975"
"We'll Be Coming Back (feat. Example)","Calvin Harris","18 Months","2012-2016 Summer Vibes","Playlist","GBARL1200642"
"No Sleep (feat. Bonn)","Martin Garrix","No Sleep (feat. Bonn)","2012-2016 Summer Vibes","Playlist","NLM5S1900471"
"Lean On","Major Lazer","Peace Is The Mission","2012-2016 Summer Vibes","Playlist","QMUY41500008"
"Levels - Radio Edit","Avicii","True","2012-2016 Summer Vibes","Playlist","SEUM71100962"
"Under Control (feat. Hurts)","Calvin Harris","Motion","2012-2016 Summer Vibes","Playlist","GBARL1301271"
"If I Lose Myself - Alesso vs OneRepublic","OneRepublic","Native","2012-2016 Summer Vibes","Playlist","USUM71303190"
"Heroes (we could be)","Alesso","Forever (Deluxe)","2012-2016 Summer Vibes","Playlist","USUM71411636"
"This Summer - Maroon 5 vs. Alesso","Maroon 5","This Summer (Maroon 5 vs. Alesso)","2012-2016 Summer Vibes","Playlist","USUM71509392"
"GDFR (feat. Sage the Gemini & Lookas)","Flo Rida","My House","2012-2016 Summer Vibes","Playlist","USAT21404117"
"Shots & Squats","Vigiland","Shots & Squats","2012-2016 Summer Vibes","Playlist","SEUM71500687"
"Freaks - Radio Edit","Timmy Trumpet","Freaks (Radio Edit)","2012-2016 Summer Vibes","Playlist","AUNV01400450"
"Get Up (Rattle) [feat. Far East Movement] - Vocal Edit","Bingo Players","Get Up (Rattle) [feat. Far East Movement]","2012-2016 Summer Vibes","Playlist","NLC281211858"
"Bad (feat. Vassy) - Radio Edit","David Guetta","Listen","2012-2016 Summer Vibes","Playlist","GB28K1400007"
"Addicted To You - David Guetta Remix","Avicii","Addicted To You (Remixes)","2012-2016 Summer Vibes","Playlist","CH3131340334"
"Firestone","Kygo","Cloud Nine","2012-2016 Summer Vibes","Playlist","SEBGA1400887"
"Don't You Worry Child - Radio Edit","Swedish House Mafia","Until Now","2012-2016 Summer Vibes","Playlist","GBAAA1200728"
"We Found Love","Rihanna","Talk That Talk","2012-2016 Summer Vibes","Playlist","USUM71115507"
"Payphone","Maroon 5","Overexposed Track By Track","2012-2016 Summer Vibes","Playlist","USUM71203347"
"Burn","Ellie Goulding","Halcyon Days","2012-2016 Summer Vibes","Playlist","GBUM71303482"
"Rather Be (feat. Jess Glynne)","Clean Bandit","New Eyes","2012-2016 Summer Vibes","Playlist","GBAHS1300498"
"Lights - Single Version","Ellie Goulding","Lights","2012-2016 Summer Vibes","Playlist","GBUM71028043"
"She Doesn't Mind","Sean Paul","Tomahawk Technique","2012-2016 Summer Vibes","Playlist","USAT21102329"
"Good Feeling","Flo Rida","Wild Ones","2012-2016 Summer Vibes","Playlist","USAT21101961"
"Drive By","Train","California 37","2012-2016 Summer Vibes","Playlist","USSM11106876"
"One Day / Reckoning Song (Wankelmut Remix) [Radio Edit]","Asaf Avidan & the Mojos","One Day / Reckoning Song (Wankelmut Remix)","2012-2016 Summer Vibes","Playlist","DEQ321200132"
"This Is Love","will.i.am","#willpower (Deluxe)","2012-2016 Summer Vibes","Playlist","USUM71205053"
"One More Night","Maroon 5","One More Night","2012-2016 Summer Vibes","Playlist","USUM71203514"
"Little Talks","Of Monsters and Men","Into The Woods","2012-2016 Summer Vibes","Playlist","USUM71119106"
"Demons","Imagine Dragons","Night Visions","2012-2016 Summer Vibes","Playlist","USUM71201071"
"Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers]","Daft Punk","Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers]","2012-2016 Summer Vibes","Playlist","USQX91300809"
"We Own The Night","The Wanted","Word Of Mouth (Deluxe)","2012-2016 Summer Vibes","Playlist","GBUM71304184"
"Let Her Go","Passenger","All the Little Lights","2012-2016 Summer Vibes","Playlist","GBMQN1200012"
"Good Feeling","Flo Rida","Good Feeling","2012-2016 Summer Vibes","Playlist","USAT21101961"
"Pumped Up Kicks","Foster The People","Torches","2012-2016 Summer Vibes","Playlist","USSM11002931"
"Fuck You","CeeLo Green","Fuck You","2012-2016 Summer Vibes","Playlist","USAT21001768"
"Break Your Heart","Taio Cruz","The Rokstarr Hits Collection","2012-2016 Summer Vibes","Playlist","GBUM70908662"
"Like A G6","Far East Movement","Free Wired","2012-2016 Summer Vibes","Playlist","USUM71008138"
"Stay With Me","Sam Smith","In The Lonely Hour","2012-2016 Summer Vibes","Playlist","GBUM71308833"
"Am I Wrong","Nico & Vinz","Am I Wrong","2012-2016 Summer Vibes","Playlist","USWB11304681"
"Hey Brother","Avicii","True","2012-2016 Summer Vibes","Playlist","CH3131340084"
"Rude","MAGIC!","Rude","2012-2016 Summer Vibes","Playlist","CAV161300016"
"Timber (feat. Ke$ha)","Pitbull","Global Warming: Meltdown (Deluxe Version)","2012-2016 Summer Vibes","Playlist","USRC11301695"
"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")","Justin Timberlake","CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")","2012-2016 Summer Vibes","Playlist","USRC11600876"
"King","Years & Years","Communion (Deluxe)","2012-2016 Summer Vibes","Playlist","GBUM71406892"
"Dynamite","Taio Cruz","The Rokstarr Hits Collection","2012-2016 Summer Vibes","Playlist","GBUM71003721"
"Counting Stars","OneRepublic","Native","2012-2016 Summer Vibes","Playlist","USUM71301306"
"Crazy","Gnarls Barkley","St. Elsewhere","2012-2016 Summer Vibes","Playlist","GBAHT0600202"
"One More Time","Daft Punk","Discovery","2012-2016 Summer Vibes","Playlist","GBDUW0000053"
"Ain't My Fault","Zara Larsson","So Good","2012-2016 Summer Vibes","Playlist","USSM11607151"
"Worth It (feat. Kid Ink)","Fifth Harmony","Reflection (Japan Deluxe Edition)","2012-2016 Summer Vibes","Playlist","USSM11406644"
"Time of Our Lives","Pitbull","Globalization","2012-2016 Summer Vibes","Playlist","USRC11402647"
"Feel This Moment (feat. Christina Aguilera)","Pitbull","Global Warming: Meltdown (Deluxe Version)","2012-2016 Summer Vibes","Playlist","USRC11201328"
"Safe And Sound","Capital Cities","Safe And Sound","2012-2016 Summer Vibes","Playlist","USCA21203108"
"La La La","Naughty Boy","La La La","2012-2016 Summer Vibes","Playlist","GBAAA1300148"
"Easy Love","Sigala","Brighter Days","2012-2016 Summer Vibes","Playlist","GBCEN1500481"
"Little Talks","Of Monsters and Men","My Head Is An Animal","2012-2016 Summer Vibes","Playlist","USUM71119106"
"Shut Up and Dance","WALK THE MOON","TALKING IS HARD","2012-2016 Summer Vibes","Playlist","USRC11401949"
"This Is What You Came For","Calvin Harris","This Is What You Came For","2012-2016 Summer Vibes","Playlist","GBARL1600460"
"Don't Let Me Down","The Chainsmokers","Don't Let Me Down","2012-2016 Summer Vibes","Playlist","USQX91600011"
"Cool Kids","Echosmith","Talking Dreams (Deluxe Edition)","2012-2016 Summer Vibes","Playlist","USWB11301764"
"Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson)","Felix Jaehn","I","2012-2016 Summer Vibes","Playlist","DEUM71500425"
"Perfect Strangers","Jonas Blue","Blue","2012-2016 Summer Vibes","Playlist","GBUM71602437"
"Waiting For Love","Avicii","Stories","2012-2016 Summer Vibes","Playlist","CHB701400134"
"High Hopes","Panic! At The Disco","Pray for the Wicked","2012-2016 Summer Vibes","Playlist","USAT21801174"
"TiK ToK","Kesha","Animal (Expanded Edition)","2012-2016 Summer Vibes","Playlist","USRC10900433"
"Starships","Nicki Minaj","Pink Friday ... Roman Reloaded","2012-2016 Summer Vibes","Playlist","USCM51200060"
"Everyday","Logic","Bobby Tarantino II","2012-2016 Summer Vibes","Playlist","USUM71802154"
"Buttercup","Jack Stauber","Pop Food","2012-2016 Summer Vibes","Playlist","QMPKX1703669"
"Happier","Marshmello","Happier","2012-2016 Summer Vibes","Playlist","USUG11801651"
"Bad Karma","Axel Thesleff","Bad Karma","2012-2016 Summer Vibes","Playlist","QM4DW1624566"
"Last Friday Night (T.G.I.F.)","Katy Perry","Teenage Dream","2012-2016 Summer Vibes","Playlist","USCA21001264"
"All Into Nothing - Cuebrick Remix","R3HAB","All Into Nothing (Cuebrick Remix)","2012-2016 Summer Vibes","Playlist","NLW4L1900115"
"Spaceships","AREA21","Spaceships","2012-2016 Summer Vibes","Playlist","TCACN1645823"
"Me And My Broken Heart","Rixton","Let The Road","2012-2016 Summer Vibes","Playlist","USUM71401800"
"Happy Now - R3HAB Remix","Kygo","Happy Now (R3HAB Remix)","2012-2016 Summer Vibes","Playlist","SEBGA1900544"
"Dancin (feat. Luvli) - Krono Remix","Aaron Smith","Dancin (feat. Luvli) [Krono Remix]","2012-2016 Summer Vibes","Playlist","QMLA71400326"
"Uptown Funk (feat. Bruno Mars)","Mark Ronson","Uptown Special","2012-2016 Summer Vibes","Playlist","GBARL1401524"
"Want to Want Me","Jason Derulo","Everything Is 4","2012-2016 Summer Vibes","Playlist","USWB11503046"
"Happy - From ""Despicable Me 2""","Pharrell Williams","G I R L","2012-2016 Summer Vibes","Playlist","USQ4E1300686"
"Blurred Lines","Robin Thicke","Blurred Lines (Deluxe)","2012-2016 Summer Vibes","Playlist","USUM71307668"
"Get Lucky (feat. Pharrell Williams and Nile Rodgers)","Daft Punk","Random Access Memories","2012-2016 Summer Vibes","Playlist","USQX91300108"
"Whistle","Flo Rida","Wild Ones","2012-2016 Summer Vibes","Playlist","USAT21201745"
"Glad You Came","The Wanted","Battleground (Deluxe Edition)","2012-2016 Summer Vibes","Playlist","GBUM71104495"
"Heart Skips a Beat (feat. Rizzle Kicks)","Olly Murs","In Case You Didn't Know","2012-2016 Summer Vibes","Playlist","GBARL1100728"
"She Makes Me Wanna (feat. Dev)","JLS","Jukebox","2012-2016 Summer Vibes","Playlist","GBARL1100512"
"Can't Hold Us (feat. Ray Dalton)","Macklemore & Ryan Lewis","The Heist","2012-2016 Summer Vibes","Playlist","GMM881200002"
"The Nights","Avicii","The Days / Nights","2012-2016 Summer Vibes","Playlist","CH3131340464"
"Thrift Shop (feat. Wanz)","Macklemore & Ryan Lewis","The Heist","2012-2016 Summer Vibes","Playlist","GMM881200003"
"Talk Dirty (feat. 2 Chainz)","Jason Derulo","Tattoos","2012-2016 Summer Vibes","Playlist","USWB11302648"
"Blame (feat. John Newman)","Calvin Harris","Motion","2012-2016 Summer Vibes","Playlist","GBARL1400567"
"Cheerleader - Felix Jaehn Remix Radio Edit","OMI","Me 4 U","2012-2016 Summer Vibes","Playlist","USUS11202574"
"Moves Like Jagger - Studio Recording From ""The Voice"" Performance","Maroon 5","Hands All Over (Revised International Standard version)","2012-2016 Summer Vibes","Playlist","USUM71109132"
"I Need Your Love (feat. Ellie Goulding)","Calvin Harris","18 Months","2012-2016 Summer Vibes","Playlist","GBARL1201390"
"Domino","Jessie J","Who You Are (Platinum Edition)","2012-2016 Summer Vibes","Playlist","USUM71113573"
"Part Of Me","Katy Perry","Teenage Dream: The Complete Confection","2012-2016 Summer Vibes","Playlist","USCA21102809"
"Sugar (feat. Francesco Yates)","Robin Schulz","Sugar","2012-2016 Summer Vibes","Playlist","DEA621501057"
"A Sky Full of Stars","Coldplay","Ghost Stories","2012-2016 Summer Vibes","Playlist","GBAYE1400217"
"Something Just Like This","The Chainsmokers","Memories...Do Not Open","2012-2016 Summer Vibes","Playlist","USQX91700278"
"There's Nothing Holdin' Me Back - NOTD Remix","Shawn Mendes","There's Nothing Holdin' Me Back (NOTD Remix)","2012-2016 Summer Vibes","Playlist","USUM71704499"
"No Money","Galantis","The Aviary","2012-2016 Summer Vibes","Playlist","USAT21703594"
"Feel So Close - Radio Edit","Calvin Harris","18 Months","2012-2016 Summer Vibes","Playlist","GBARL1100748"
"Stereo Hearts (feat. Adam Levine)","Gym Class Heroes","The Papercut Chronicles II","2012-2016 Summer Vibes","Playlist","USAT21101071"
"Outside (feat. Ellie Goulding)","Calvin Harris","Motion","2012-2016 Summer Vibes","Playlist","GBARL1401201"
"Wicked Wonderland","Tungevaag","Dekknavn & Konsept","2012-2016 Summer Vibes","Playlist","TCABS1369334"
"I'm an Albatraoz","AronChupa","I'm an Albatraoz","2012-2016 Summer Vibes","Playlist","SEYOK1406001"
"Ganjaman","Alfons","Ganjaman","2012-2016 Summer Vibes","Playlist","SE3OH1412966"
"Juicy Wiggle","Redfoo","Party Rock Mansion","2012-2016 Summer Vibes","Playlist","QM7UU1500004"
"I Gotta Feeling","Black Eyed Peas","THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version]","2012-2016 Summer Vibes","Playlist","USUM70965169"
"Waves - Robin Schulz Radio Edit","Mr. Probz","Waves (Robin Schulz Radio Edit)","2012-2016 Summer Vibes","Playlist","NLB8R1400002"
"Geronimo","Sheppard","Bombs Away","2012-2016 Summer Vibes","Playlist","AUIYA1400002"
"Glad You Came - Radio Edit","The Sun Goes Down","Glad You Came","2012-2016 Summer Vibes","Playlist","DEON11204211"
"Runaway (U & I)","Galantis","Pharmacy","2012-2016 Summer Vibes","Playlist","USAT21404265"
"Viva La Vida","Coldplay","Viva La Vida or Death and All His Friends","2012-2016 Summer Vibes","Playlist","GBAYE0800265"
"Wild Ones (feat. Sia)","Flo Rida","Wild Ones","2012-2016 Summer Vibes","Playlist","USAT21104103"
"Don't Worry (feat. Ray Dalton)","Madcon","Don't Worry (feat. Ray Dalton)","2012-2016 Summer Vibes","Playlist","NO5281501010"
"Hot2Touch","Felix Jaehn","I","2012-2016 Summer Vibes","Playlist","DEUM71707902"
"Mama","Jonas Blue","Blue","2012-2016 Summer Vibes","Playlist","GBUM71701777"
"Lonely Together (feat. Rita Ora)","Avicii","AVĪCI (01)","2012-2016 Summer Vibes","Playlist","SE5R71700108"
"Breathe (feat. Ina Wroldsen)","Jax Jones","Snacks","2012-2016 Summer Vibes","Playlist","GBUM71706192"
"Bum Bum Tam Tam - Jax Jones Remix","MC Fioti","Bum Bum Tam Tam (Jax Jones Remix)","2012-2016 Summer Vibes","Playlist","GBUM71801090"
"All Stars","Martin Solveig","All Stars","2012-2016 Summer Vibes","Playlist","UK98Q1700100"
"Does It Feel Like Falling (feat. Trinidad Cardona)","Alex Aiono","Does It Feel Like Falling EP","2012-2016 Summer Vibes","Playlist","USUM71709587"
"Sofia","Alvaro Soler","Eterno Agosto","2012-2016 Summer Vibes","Playlist","DEUM71601055"
"Animals","Maroon 5","V","2012-2016 Summer Vibes","Playlist","USUM71409576"
"Hangover","Taio Cruz","TY.O (International Version)","2012-2016 Summer Vibes","Playlist","GBUM71108857"
"Prayer in C - Robin Schulz Radio Edit","Lilly Wood and The Prick","Prayer in C","2012-2016 Summer Vibes","Playlist","DEA621400286"
"More Than You Know","Axwell /\ Ingrosso","More Than You Know","2012-2016 Summer Vibes","Playlist","GBUM71701735"
"Cooler Than Me - Single Mix","Mike Posner","31 Minutes to Takeoff","2012-2016 Summer Vibes","Playlist","USJAY1000035"
"Lush Life","Zara Larsson","So Good","2012-2016 Summer Vibes","Playlist","SEWEE1500509"
"Scream & Shout","will.i.am","#willpower","2012-2016 Summer Vibes","Playlist","USUM71215597"
"Don't You Worry Child","Swedish House Mafia","Until Now","2012-2016 Summer Vibes","Playlist","GBAAA1200643"
"The Lazy Song","Bruno Mars","Doo-Wops & Hooligans","2012-2016 Summer Vibes","Playlist","USAT21001886"
"Beautiful Now","Zedd","True Colors","2012-2016 Summer Vibes","Playlist","USUM71505090"
"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)","Pitbull","Planet Pit (Deluxe Version)","2012-2016 Summer Vibes","Playlist","USJAY1100032"
"We'll Be Coming Back - For You One Day","Young Fire","No. 1 Hits","2012-2016 Summer Vibes","Playlist","FR6V81537702"
"Call Me Maybe","Carly Rae Jepsen","Kiss","2012-2016 Summer Vibes","Playlist","CAB391100615"
"Lovers on the Sun (feat. Sam Martin)","David Guetta","Listen","2012-2016 Summer Vibes","Playlist","GB28K1400016"
"We Are Young (feat. Janelle Monáe)","fun.","Some Nights","2012-2016 Summer Vibes","Playlist","USAT21101399"
"Everybody Talks","Neon Trees","Picture Show","2012-2016 Summer Vibes","Playlist","USUM71119189"
"We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song] (feat. Jennifer Lopez & Claudia Leitte)","Pitbull","Globalization","2012-2016 Summer Vibes","Playlist","USRC11400285"
"Cheap Thrills (feat. Sean Paul)","Sia","This Is Acting","2012-2016 Summer Vibes","Playlist","USRC11600201"
"Best Day Of My Life","American Authors","Oh, What A Life","2012-2016 Summer Vibes","Playlist","USUM71302187"
"Die Young","Kesha","Warrior (Expanded Edition)","2012-2016 Summer Vibes","Playlist","USRC11201008"
"Cake By The Ocean","DNCE","DNCE","2012-2016 Summer Vibes","Playlist","USUM71514637"
"Troublemaker (feat. Flo Rida)","Olly Murs","Right Place Right Time (Expanded Edition)","2012-2016 Summer Vibes","Playlist","GBARL1201891"
"DJ Got Us Fallin' In Love (feat. Pitbull)","Usher","Raymond v Raymond (Expanded Edition)","2012-2016 Summer Vibes","Playlist","USLF21000041"
"Fireball (feat. John Ryan)","Pitbull","Globalization","2012-2016 Summer Vibes","Playlist","USRC11401783"
"Right Round (feat. Ke$ha)","Flo Rida","R.O.O.T.S. (Route of Overcoming the Struggle)","2012-2016 Summer Vibes","Playlist","USAT20900316"
"International Love (feat. Chris Brown)","Pitbull","Planet Pit (Deluxe Version)","2012-2016 Summer Vibes","Playlist","USJAY1100015"
"Five More Hours","Deorro","Good Evening","2012-2016 Summer Vibes","Playlist","USUS11203275"
"On The Floor","Jennifer Lopez","Love?","2012-2016 Summer Vibes","Playlist","USUM71104034"
"I Know You Want Me (Calle Ocho)","Pitbull","Pitbull Starring In Rebelution","2012-2016 Summer Vibes","Playlist","USJAY0900144"
"Rabiosa (feat. Pitbull)","Shakira","Sale el Sol","2012-2016 Summer Vibes","Playlist","USSD11000369"
"She Doesn't Mind - Pitbull Remix","Sean Paul","She Doesn't Mind","2012-2016 Summer Vibes","Playlist","USAT21200770"
"Body on My (feat. Brando, Pitbull & Nicky Jam)","Loud Luxury","Body on My (feat. Brando, Pitbull & Nicky Jam)","2012-2016 Summer Vibes","Playlist","NLF711902720"
"Congratulations","Don Diablo","Congratulations","2012-2016 Summer Vibes","Playlist","NL1ZN1900156"
"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)","Flo Rida","My House","2012-2016 Summer Vibes","Playlist","USAT21500395"
"Sugar","Maroon 5","V","2012-2016 Summer Vibes","Playlist","USUM71410340"
"This Girl (Kungs Vs. Cookin' On 3 Burners)","Kungs","Layers","2012-2016 Summer Vibes","Playlist","FR9W11601798"
"Be Mine","Ofenbach","Be Mine","2012-2016 Summer Vibes","Playlist","FR9W11620052"
"Pumped Up","Klingande","The Album","2012-2016 Summer Vibes","Playlist","FR9W11717069"
"You Don't Know Me (feat. RAYE)","Jax Jones","Snacks","2012-2016 Summer Vibes","Playlist","GBUM71606456"
"Heroes","Last Of Titans","We Could Be Your Sing Stars","2012-2016 Summer Vibes","Playlist","GB5L62009148"
"Sun Is Shining","Axwell /\ Ingrosso","More Than You Know","2012-2016 Summer Vibes","Playlist","USUG11500070"
"My Love (feat. Jess Glynne)","Route 94","My Love (feat. Jess Glynne)","2012-2016 Summer Vibes","Playlist","GBQGW1300182"
"Sweet Lovin' - Radio Edit","Sigala","Brighter Days","2012-2016 Summer Vibes","Playlist","GBCEN1501213"
"I Got U","Duke Dumont","I Got U","2012-2016 Summer Vibes","Playlist","GBUM71308955"
"My House","Flo Rida","My House","2012-2016 Summer Vibes","Playlist","USAT21500384"
"7 Years","Lukas Graham","Lukas Graham","2012-2016 Summer Vibes","Playlist","USWB11506516"
"24K Magic","Bruno Mars","24K Magic","2012-2016 Summer Vibes","Playlist","USAT21602944"
"Thrift Shop (feat. Wanz)","Macklemore & Ryan Lewis","The Heist (Deluxe Edition)","2012-2016 Summer Vibes","Playlist","GMM881200003"
"Club Can't Handle Me (feat. David Guetta)","Flo Rida","Only One Flo (Part 1)","2012-2016 Summer Vibes","Playlist","USAT21001281"
"We Are Your Friends - Justice Vs Simian","Justice","We Are Your Friends (Music From The Original Motion Picture)","We Are Your Friends Soundtrack (The Movie)","Playlist","GBAAA0600209"
"You Know You Like It - Tchami Remix","AlunaGeorge","We Are Your Friends (Music From The Original Motion Picture)","We Are Your Friends Soundtrack (The Movie)","Playlist","GBUM71504757"
"Desire - Gryffin Remix","Years & Years","We Are Your Friends (Music From The Original Motion Picture)","We Are Your Friends Soundtrack (The Movie)","Playlist","GBUM71504341"
"BlackOut","The Americanos","We Are Your Friends (Music From The Original Motion Picture)","We Are Your Friends Soundtrack (The Movie)","Playlist","USUM71510766"
"Pushing On","Oliver","We Are Your Friends (Music From The Original Motion Picture/Deluxe)","We Are Your Friends Soundtrack (The Movie)","Playlist","USUG11500986"
"Down On You","Revelries","Down On You","We Are Your Friends Soundtrack (The Movie)","Playlist","SE6I32305197"
"Cole’s Memories - Original Mix","Pyramid","We Are Your Friends (Music From The Original Motion Picture)","We Are Your Friends Soundtrack (The Movie)","Playlist","FRU701500062"
"I Can Be Somebody","Deorro","We Are Your Friends (Music From The Original Motion Picture)","We Are Your Friends Soundtrack (The Movie)","Playlist","USUS11203543"
"Break Yourself","Hook N Sling","We Are Your Friends (Music From The Original Motion Picture)","We Are Your Friends Soundtrack (The Movie)","Playlist","USUM71510073"
"Something About You - Pete Tong Kingstown Radio Edit","Hayden James","We Are Your Friends (Music From The Original Motion Picture)","We Are Your Friends Soundtrack (The Movie)","Playlist","AUFF01500708"
"End Up Like That","Revelries","End Up Like That","We Are Your Friends Soundtrack (The Movie)","Playlist","QZFZ62012324"
"Define","Dom Dolla","We Are Your Friends (Music From The Original Motion Picture)","We Are Your Friends Soundtrack (The Movie)","Playlist","AUDCB1500530"
"Another Sky - The Magician Remix","Scenic","We Are Your Friends (Music From The Original Motion Picture/Deluxe)","We Are Your Friends Soundtrack (The Movie)","Playlist","AUFF00500293"
"Descanso Gardens","Revelries","Descanso Gardens","We Are Your Friends Soundtrack (The Movie)","Playlist","SE6XX2268537"
"Younger - Kygo Remix","Seinabo Sey","We Are Your Friends (Music From The Original Motion Picture)","We Are Your Friends Soundtrack (The Movie)","Playlist","SEUM71400534"
"Ah Yeah So What - WAYF Edit","Will Sparks","We Are Your Friends (Music From The Original Motion Picture)","We Are Your Friends Soundtrack (The Movie)","Playlist","UGUG11500974"
"The Drop - VIP Mix","Bro Safari","We Are Your Friends (Music From The Original Motion Picture)","We Are Your Friends Soundtrack (The Movie)","Playlist","USUG11500971"
"Smooth Operator","Lone Tusker","Smooth Operator","We Are Your Friends Soundtrack (The Movie)","Playlist","GX38U2394876"
"Plaisir De France Reconstitution","Alexandre Chatelard","Reconstitutions","We Are Your Friends Soundtrack (The Movie)","Playlist","FR9W11000439"
"I Think I Like It","Fake Blood","Fix Your Accent","We Are Your Friends Soundtrack (The Movie)","Playlist","GBYPK0800266"
"Give It All Up","Revelries","Give It All Up","We Are Your Friends Soundtrack (The Movie)","Playlist","SE6SA2228284"
"I Like Tuh","Carnage","We Are Your Friends (Music From The Original Motion Picture/Deluxe)","We Are Your Friends Soundtrack (The Movie)","Playlist","USUS11203251"
"Need Your Lovin - Tiger & Woods Remix","Tensnake","Need Your Lovin (Tiger & Woods Remix)","We Are Your Friends Soundtrack (The Movie)","Playlist","DECY61100071"
"Heatwave","Revelries","Heatwave","We Are Your Friends Soundtrack (The Movie)","Playlist","SE6SA2153297"
"Ocean Drive","Duke Dumont","Duality","We Are Your Friends Soundtrack (The Movie)","Playlist","GBUM71504503"
"Blinding Lights","Revelries","Blinding Lights","We Are Your Friends Soundtrack (The Movie)","Playlist","SE6HN2076241"
"Sunlight (feat. Years & Years) - Radio Edit","The Magician","Sunlight (feat. Years & Years) [Radio Edit]","We Are Your Friends Soundtrack (The Movie)","Playlist","GB01A1400003"
"See You In the Other Side","Pyramid","The Hall - EP","We Are Your Friends Soundtrack (The Movie)","Playlist","FR6V81140290"
"Push The Feeling On - Mk Dub Revisited Edit","Nightcrawlers","Push The Feeling On","We Are Your Friends Soundtrack (The Movie)","Playlist","GBANY9500081"
"Where Did You Go? (feat. MNEK)","Jax Jones","Where Did You Go (feat. MNEK)","We Are Your Friends Soundtrack (The Movie)","Playlist","GBUM72108841"
"Bad Habits","Lone Tusker","Bad Habits","We Are Your Friends Soundtrack (The Movie)","Playlist","GX8KD2267527"
"No Time To Die","Saxena","No Time To Die","We Are Your Friends Soundtrack (The Movie)","Playlist","SE6XW2166281"
"Ayo Technology","Revelries","Ayo Technology","We Are Your Friends Soundtrack (The Movie)","Playlist","SE5BU2266246"
"Head & Heart (feat. MNEK)","Joel Corry","Head & Heart (feat. MNEK)","We Are Your Friends Soundtrack (The Movie)","Playlist","UK4ZF2000305"
"Crazy","Lone Tusker","Crazy","We Are Your Friends Soundtrack (The Movie)","Playlist","SE6HN2148668"
"My Head Is A Jungle - MK Remix / Radio Edit","Wankelmut","My Head Is A Jungle (MK Remix / Radio Edit)","We Are Your Friends Soundtrack (The Movie)","Playlist","DEAW11300332"
"You're Somebody Else","Lone Tusker","You're Somebody Else","We Are Your Friends Soundtrack (The Movie)","Playlist","SE6XW2221821"
"Looking for Me","Paul Woolford","Looking for Me","We Are Your Friends Soundtrack (The Movie)","Playlist","USZ4V2000222"
"Riptide","Saxena","Riptide","We Are Your Friends Soundtrack (The Movie)","Playlist","SE6XY2240342"
